"A111A,A131A,A211A,A221A,A511A,H000C,H010A,H010C,H020A,H020B,H203C,I100B,I100C,I200C,J000A,J203A,J400A,J500A,J600A,O010A,O020A,P000A,P030A,P030B,P030C,P100A,Q000B,Q000D,Q010A,Q020A,Q030A,Q400A,Q900A,A112A,A113A,A114A,A115A,A118A,A119A,A143A,A144A,A145A,A146A,A148A,A149A,A151A,A153A,A154A,A156A,A158A,A159A,A171A,A173A,A174A,A175A,A176A,A177A,A181A,A192A,A193A,A195A,A197A,A201A,A204A,A213A,A215A,A216A,A217A,A218A,A219A,A226A,A227A,A228A,A229A,A231A,A238A,A242A,A243A,A244A,A245A,A247A,A433A,A529A,A534A,A752A,Ganancia,ID_ESTRATO_2.0,ID_ESTRATO_3.0,ID_ESTRATO_4.0,ID_ESTRATO_99.0"
"5955.259,1382.7,76.074,64.573,58.813,2433.0,6260.0,2432.0,6.0,5.0,329.0,896.0,676.0,5.0,671.818,113.403,18.243,25.835,3.31,5416.884,0.0,426.193,87.144,103.876,16.732,22.592,121.359,69.853,1618.097,360.544,95.467,92.976,203.999,90.96,6.677,0.0,0.281,0.037,0.87,62.043,16.88,79.791,0.076,21.077,3.846,38.85,49.325,17.231,16.667,43.003,33.333,107319.169,74524.763,170019.49,111620.229,193000.0,14.195,0.493,8.103,7.661,7.515,8.099,23.218,176072.838,1.235,3.208,3.433,5.502,0.181,0.841,68.243,15.206,4.026,3.921,12.25,8.604,301933.401,27.171,39.815,2.723,0.0,178.376,5.118,13.96,58.315,1318.1729999999998,0,1,0,0"
"6480.654,1659.474,138.925,157.73,5.452,4066.0,9438.0,4066.0,0.0,0.0,324.0,398.0,354.0,5.0,1241.255,166.262,51.824,68.832,53.255,5698.998,0.0,669.494,138.144,170.281,32.137,0.556,129.036,25.786,1814.802,594.583,61.128,61.378,78.194,87.939,11.068,0.0,0.496,0.0,0.414,64.761,13.395,92.439,0.0,21.845,5.545,43.081,37.029,16.299,0.0,47.074,25.0,131516.741,93874.343,190013.714,171021.277,187050.0,25.59,4.29,7.941,0.0,7.567,7.608,25.607,162534.182,2.075,5.323,0.484,8.372,0.0,0.401,69.53,22.78,2.342,2.352,9.018,2.996,255640.059,28.003,40.275,6.043,0.0,189.815,4.944,9.912,63.579,1789.4940000000006,0,0,1,0"
"9316.22,2325.449,249.118,198.446,9.246,5239.0,11806.0,4956.0,946.0,663.0,550.0,808.0,490.0,26.0,1372.297,173.916,42.342,89.066,4.39,8329.186,0.575,746.917,185.318,222.596,37.278,0.725,170.756,31.916,1851.282,879.72,126.714,134.363,180.692,89.405,9.093,0.006,0.4,0.085,0.829,65.937,12.673,90.165,6.689,21.39,6.49,41.979,46.257,14.899,29.915,37.75,27.957,116237.252,85226.806,146270.816,171673.344,88838.71,19.474,0.32,9.61,8.27,8.877,9.107,24.961,164424.026,2.635,7.852,0.682,10.713,0.081,0.817,58.349,27.727,3.994,4.235,10.964,5.695,224335.077,19.872,34.056,6.255,0.25,179.348,5.382,12.314,73.294,2286.0,0,0,0,1"
"464.655,170.181,10.823,11.567,3.072,479.0,1036.0,216.0,871.0,608.0,67.0,17.0,3.0,14.0,70.748,9.536,0.547,0.545,0.126,436.145,0.51,6.933,4.762,2.427,-2.335,0.065,22.304,1.284,49.952,159.094,37.616,4.187,4.522,93.864,3.86,0.11,-0.503,1.322,0.13,78.816,13.479,96.459,44.057,7.705,0.77,20.849,60.909,6.934,30.195,15.0,28.0,68289.575,60217.063,86690.909,78700.0,44460.0,23.883,0.178,8.751,8.399,9.014,9.534,36.625,86080.425,2.326,4.238,1.044,6.36,0.554,0.13,19.561,62.299,14.73,1.64,21.14,1.771,129170.966,10.75,54.959,4.529,3.969,197.658,8.734,26.806,66.641,165.98199999999997,0,0,0,0"
"937.07,371.411,23.571,12.542,-0.471,570.0,1523.0,550.0,73.0,53.0,131.0,98.0,21.0,7.0,130.138,23.729,1.678,6.776,0.843,861.001,0.065,41.408,6.146,8.523,2.377,0.05,19.896,3.316,78.67,87.507,39.437,5.378,11.853,91.882,6.821,0.007,0.254,0.191,0.357,66.516,18.234,91.83,4.2,15.251,5.207,36.113,51.779,10.044,27.397,17.647,30.435,85448.457,68159.055,93790.514,228873.95,76521.739,22.788,0.648,8.802,8.189,9.091,7.705,39.635,213700.23,2.538,10.577,0.534,6.346,0.543,0.36,35.303,39.268,17.697,2.413,24.492,5.319,128219.217,8.395,23.781,5.628,0.41,207.531,8.928,32.436,166.668,350.582,1,0,0,0"
"3008.185,568.591,62.657,28.476,2.272,1343.0,2824.0,1343.0,2.0,2.0,165.0,401.0,358.0,3.0,307.501,56.255,2.312,18.122,0.875,2657.05,0.0,163.172,54.307,63.005,8.698,0.61,39.754,2.184,468.302,86.95,35.404,79.028,112.387,88.327,9.763,0.0,0.289,0.0,1.545,60.833,18.294,78.675,0.056,20.873,5.893,47.557,50.305,14.98,0.0,47.167,42.857,108888.456,74944.311,171509.146,131424.242,290857.143,12.464,0.285,8.031,8.268,6.574,8.031,18.901,158293.708,2.072,8.012,0.957,11.02,0.0,1.537,59.88,11.118,4.527,10.105,8.26,14.37,217725.78,15.568,25.998,3.641,0.0,170.707,5.083,9.004,72.703,491.09500000000025,0,1,0,0"
"4906.31,1215.266,152.067,145.861,4.373,2847.0,6423.0,2847.0,0.0,0.0,187.0,292.0,108.0,2.0,863.91,84.396,37.805,63.623,2.546,4374.99,0.0,535.404,120.103,148.641,28.538,0.0,88.801,25.132,1254.358,546.169,14.257,45.77,51.93,89.171,9.612,0.0,0.582,0.0,0.547,66.612,9.769,93.958,0.0,23.619,7.365,44.325,37.55,16.254,0.0,27.0,15.385,134502.569,97125.57,169469.88,235677.5,172538.462,23.271,0.295,8.178,0.0,7.55,7.709,24.769,177774.429,3.019,7.951,0.511,12.513,0.0,0.532,65.588,28.558,0.745,2.393,9.153,2.715,279766.53,25.566,38.98,7.627,0.0,178.754,4.643,10.075,63.544,1278.341,0,0,1,0"
"5823.607,1280.952,120.511,81.349,6.665,3433.0,7382.0,3347.0,158.0,72.0,287.0,672.0,460.0,7.0,828.22,99.913,7.571,79.834,1.725,5558.137,0.075,586.022,163.29,194.095,30.805,0.665,103.885,7.54,1545.682,336.392,47.363,43.302,48.233,95.441,2.678,0.001,0.529,0.0,1.235,63.416,12.064,86.736,1.818,24.52,9.639,45.34,46.216,14.881,54.43,40.636,33.333,112194.527,77684.366,160890.499,170240.283,164714.286,18.037,0.208,9.928,8.067,8.652,9.117,21.996,147354.423,2.039,5.963,0.93,9.408,0.001,1.217,76.482,16.645,2.344,2.143,8.276,2.387,232482.687,26.542,34.703,4.025,0.084,167.386,5.14,9.023,63.383,1273.2179999999998,0,0,0,1"
"61.444,16.756,1.742,3.549,0.02,121.0,120.0,40.0,136.0,55.0,7.0,7.0,2.0,0.0,7.417,1.18,0.0,0.14,0.012,60.606,0.01,2.334,2.276,0.511,-1.765,0.055,3.406,0.375,14.854,19.033,3.697,0.154,0.227,98.636,3.978,0.016,-2.873,0.029,0.112,72.752,15.909,95.522,50.746,11.339,1.888,33.333,50.0,9.451,59.559,22.222,0.0,61808.333,50905.66,84285.714,105555.556,61333.333,16.587,0.162,7.654,8.486,7.718,11.102,27.27,62522.388,2.84,4.588,0.145,10.396,0.068,0.112,39.126,50.133,9.738,0.406,15.006,0.598,141660.448,24.175,61.788,9.348,0.255,169.002,8.972,17.655,44.135,16.128,0,0,0,0"
"263.852,115.182,7.83,7.55,0.0,302.0,694.0,297.0,20.0,15.0,30.0,22.0,4.0,4.0,49.868,7.261,1.16,0.657,0.458,235.595,0.065,4.784,2.352,2.588,0.236,0.0,6.822,1.941,35.178,36.459,8.058,0.914,2.182,89.291,9.714,0.025,0.089,0.0,0.882,72.283,14.56,95.327,2.67,13.157,1.317,42.795,34.884,11.839,25.0,15.385,44.444,71855.908,59286.184,84430.233,31884.615,75222.222,33.498,0.918,9.396,9.579,10.497,8.472,43.654,153781.041,2.967,9.458,0.076,6.798,0.0,0.881,42.49,44.037,9.733,1.104,24.699,2.636,110535.381,13.332,31.378,9.119,0.685,222.444,8.24,32.8,139.124,116.88899999999998,1,0,0,0"
"1723.124,352.856,51.792,28.883,2.272,1022.0,2056.0,1022.0,2.0,2.0,118.0,351.0,346.0,2.0,196.544,37.917,1.565,16.898,0.509,1568.95,0.0,131.0,40.966,46.646,5.68,0.61,32.645,1.391,460.51,78.532,21.901,5.777,3.995,91.053,5.789,0.0,0.33,0.0,2.697,57.934,19.292,74.538,0.072,22.774,8.598,49.708,46.275,14.176,0.0,49.641,33.333,95595.331,63223.765,148694.118,138682.927,246666.667,14.061,0.259,8.066,7.907,6.115,7.907,20.478,127800.072,2.972,9.075,1.661,14.678,0.0,2.667,80.69,13.76,3.837,1.012,8.497,0.7,206705.904,26.725,33.121,5.061,0.0,163.469,5.72,9.287,61.827,316.654,0,1,0,0"
"3775.187,796.158,59.147,41.367,4.373,1988.0,4512.0,1988.0,0.0,0.0,132.0,292.0,108.0,1.0,574.391,53.555,4.846,62.139,0.746,3692.986,0.0,447.904,117.696,144.35,26.654,0.0,61.012,3.833,1035.14,202.368,13.707,36.457,41.829,97.823,0.745,0.0,0.706,0.0,0.611,64.401,9.324,91.801,0.0,26.275,10.818,44.06,49.624,15.457,0.0,27.0,33.333,127302.97,87121.055,201334.586,235677.5,372666.667,19.144,0.13,8.137,0.0,7.376,6.229,21.089,161985.351,1.54,4.449,0.67,7.429,0.0,0.6,77.859,15.221,1.031,2.742,6.94,3.146,270498.678,27.42,35.217,3.111,0.0,166.274,4.589,7.457,59.884,823.547,0,0,1,0"
"3492.613,1044.497,128.607,117.097,2.581,1806.0,4424.0,1609.0,788.0,591.0,263.0,136.0,30.0,19.0,544.077,74.003,34.771,9.232,2.665,2771.049,0.5,160.895,22.028,28.501,6.473,0.06,66.87,24.376,305.6,543.328,79.351,91.061,132.459,79.34,19.79,0.014,0.185,0.227,0.152,69.775,13.602,95.633,14.459,16.624,1.697,36.37,46.303,14.927,25.0,18.072,26.389,122983.047,98451.504,130286.972,181445.783,66708.333,22.161,0.49,8.936,8.315,9.05,9.1,29.906,191650.826,3.626,11.166,0.269,12.313,0.214,0.15,26.532,47.172,6.889,7.906,15.442,11.5,211339.266,8.75,32.978,10.166,0.353,203.23,5.806,18.261,90.684,1012.7819999999997,0,0,0,1"
"403.211,153.425,9.081,8.018,3.052,358.0,916.0,176.0,735.0,553.0,60.0,10.0,1.0,14.0,63.331,8.356,0.547,0.405,0.114,375.539,0.5,4.599,2.486,1.916,-0.57,0.01,18.898,0.909,35.098,140.061,33.919,4.033,4.295,93.137,3.842,0.124,-0.141,1.519,0.133,79.527,13.194,96.606,43.008,7.279,0.639,19.214,62.5,6.64,24.762,9.091,29.787,69138.646,61420.732,87041.667,56727.273,43382.979,25.18,0.18,8.867,8.392,9.18,9.385,38.051,89774.722,2.248,4.177,1.18,5.919,0.627,0.133,16.144,64.424,15.602,1.855,22.071,1.976,127212.405,8.705,53.919,3.688,5.601,203.053,8.692,28.322,70.571,149.85399999999998,0,0,0,0"
"673.218,256.229,15.741,4.992,-0.471,268.0,829.0,253.0,53.0,38.0,101.0,76.0,17.0,3.0,80.27,16.468,0.518,6.119,0.385,625.406,0.0,36.624,3.794,5.935,2.141,0.05,13.074,1.375,43.492,51.048,31.379,4.464,9.671,92.898,5.687,0.0,0.318,0.266,0.152,62.933,20.516,89.181,5.359,16.552,7.623,30.519,60.479,8.929,28.302,18.28,21.429,96827.503,76308.157,98610.778,283946.237,77357.143,19.011,0.48,8.404,7.638,8.385,7.253,38.06,259078.868,2.368,11.239,0.716,6.143,0.759,0.153,31.054,36.449,22.405,3.187,24.41,6.905,141611.729,6.46,20.804,3.564,0.0,202.101,9.335,32.292,182.95,233.69300000000004,1,0,0,0"
"1285.061,215.735,10.865,-0.407,0.0,321.0,768.0,321.0,0.0,0.0,47.0,50.0,12.0,1.0,110.957,18.338,0.747,1.224,0.366,1088.1,0.0,32.172,13.341,16.359,3.018,0.0,7.109,0.793,7.792,8.418,13.503,73.251,108.392,84.673,15.092,0.0,0.235,0.0,0.0,65.967,16.527,92.419,0.0,17.506,1.103,41.797,64.384,16.403,0.0,19.355,100.0,144475.26,105316.547,251205.479,49822.581,556000.0,10.376,0.33,7.935,0.0,8.219,7.547,16.788,259608.905,0.847,5.141,0.0,5.036,0.0,0.0,3.687,3.983,6.389,34.658,7.937,51.284,254339.35,0.606,16.447,-0.193,0.0,181.136,3.364,8.622,102.072,174.44100000000003,0,1,0,0"
"1131.123,419.108,92.92,104.494,0.0,859.0,1911.0,859.0,0.0,0.0,55.0,0.0,0.0,1.0,289.519,30.841,32.959,1.484,1.8,682.004,0.0,87.5,2.407,4.291,1.884,0.0,27.789,21.299,219.218,343.801,0.55,9.313,10.101,60.294,39.206,0.0,0.167,0.0,0.333,70.998,10.652,99.479,0.0,18.349,0.513,44.95,23.707,17.837,0.0,0.0,10.0,151501.308,122425.849,132935.345,0.0,112500.0,40.662,0.622,8.897,0.0,8.758,9.53,37.052,218171.786,7.769,15.939,0.0,22.171,0.0,0.315,37.603,58.973,0.094,1.597,16.262,1.733,303478.917,19.381,51.54,17.924,0.0,234.814,4.767,19.42,71.89,454.79399999999987,0,0,1,0"
"8621.45,3244.855,58.664,104.011,70.616,44296.0,14931.0,6151.0,46177.0,8032.0,695.0,690.0,621.0,92.0,1271.739,199.776,35.981,18.395,55.003,7618.869,5.371,464.524,76.494,89.827,13.333,24.193,253.786,92.813,2444.297,639.655,222.594,61.43,173.037,88.371,10.142,0.062,0.155,0.106,0.163,68.758,15.709,97.522,73.693,15.533,1.446,41.196,48.772,14.086,82.606,47.368,38.017,85174.402,64743.521,140193.684,91963.387,48446.281,23.005,4.325,8.819,7.049,8.865,8.248,37.637,51784.284,0.66,1.657,2.397,1.808,0.177,0.158,69.028,18.064,6.286,1.735,23.543,4.887,56510.637,28.351,41.072,2.937,2.729,217.395,7.167,30.792,91.636,3288.4269999999997,0,0,0,1"
"2722.564,1456.174,42.734,41.43,10.995,39935.0,4981.0,2264.0,45511.0,7840.0,167.0,6.0,8.0,68.0,280.373,22.607,2.466,2.122,0.714,2254.88,4.072,23.662,13.656,14.053,0.397,1.302,93.911,21.829,532.047,216.122,63.674,24.051,42.917,82.822,16.034,0.15,0.015,0.21,0.227,84.721,8.063,99.621,89.794,7.215,0.757,45.453,51.863,6.459,82.773,57.143,38.202,56288.496,50984.331,70208.075,100500.0,37589.888,22.006,0.255,8.236,7.031,8.053,8.079,53.485,28730.447,1.571,4.863,0.694,2.935,0.139,0.227,60.542,24.593,7.245,2.737,42.845,4.884,17339.022,19.542,32.279,4.714,6.437,267.509,10.686,74.963,165.698,1439.2350000000001,0,0,0,0"
"1377.468,530.364,15.655,14.615,2.001,2052.0,3499.0,1579.0,662.0,189.0,227.0,83.0,49.0,19.0,249.704,38.155,3.565,3.351,1.145,1280.147,1.299,43.751,11.96,13.263,1.303,0.353,38.035,2.661,202.011,101.525,51.986,7.823,12.244,92.935,6.404,0.094,0.095,0.088,0.183,71.588,15.28,95.831,15.246,13.132,1.342,45.127,58.656,11.79,71.45,37.121,38.776,71364.39,57441.195,98591.731,68969.697,54612.245,29.369,0.459,9.308,8.26,8.935,8.482,38.503,122147.398,1.134,4.168,0.371,2.952,0.056,0.183,53.785,27.031,13.841,2.083,20.358,3.26,86501.382,14.665,27.267,3.891,7.519,197.766,10.127,25.561,141.209,510.9609999999999,1,0,0,0"
"2947.074,814.109,13.417,36.097,56.541,1090.0,3436.0,1089.0,4.0,3.0,164.0,495.0,318.0,2.0,364.317,57.148,15.931,7.713,2.435,2759.834,0.0,263.021,32.837,40.871,8.034,21.982,81.605,67.669,1149.795,273.594,60.063,13.948,91.612,93.647,3.527,0.0,0.273,0.075,0.181,63.065,15.686,80.732,0.094,21.249,2.117,31.694,48.378,19.132,25.0,39.114,25.0,106029.395,74186.632,168578.171,93131.611,107375.0,16.079,0.668,8.171,7.352,8.431,8.169,27.624,191060.549,0.428,0.844,5.822,1.648,0.356,0.17,72.359,17.218,3.78,0.878,16.099,5.765,372919.972,39.015,53.918,2.272,0.0,186.811,5.136,19.188,51.234,827.078,0,1,0,0"
"1574.344,444.208,-13.142,11.869,1.079,1219.0,3015.0,1219.0,0.0,0.0,137.0,106.0,246.0,3.0,377.345,81.866,14.019,5.209,50.709,1324.008,0.0,134.09,18.041,21.64,3.599,0.556,40.235,0.654,560.444,48.414,46.871,15.608,26.264,84.099,15.604,0.0,0.229,0.0,0.0,60.522,21.695,89.36,0.0,17.783,1.38,40.431,36.34,16.402,0.0,69.886,42.857,125155.887,86572.024,217151.194,97548.295,214000.0,33.157,13.438,7.428,0.0,7.593,7.418,28.215,131656.194,-0.793,-1.884,0.402,-2.959,0.0,0.0,80.339,6.94,6.719,2.237,8.607,3.765,206757.854,35.599,44.311,1.701,0.0,233.414,5.768,9.418,63.677,511.153,0,0,1,0"
"3261.095,1594.898,54.831,54.959,10.125,31645.0,7768.0,4054.0,31459.0,3868.0,310.0,125.0,154.0,85.0,504.475,44.741,14.513,4.067,1.586,2677.782,4.06,47.395,17.874,18.823,0.949,1.22,114.651,23.803,671.527,257.302,80.645,30.433,53.312,82.113,16.57,0.124,0.029,0.203,0.211,79.671,8.869,98.789,79.226,11.46,0.806,52.188,54.867,10.654,87.705,55.197,42.079,64942.714,55799.25,79187.611,51630.824,38935.644,30.155,0.314,8.679,7.115,8.531,8.316,48.907,40165.659,1.678,5.016,0.521,3.438,0.438,0.21,61.427,23.536,7.377,2.784,33.362,4.877,27531.455,20.592,33.523,5.027,5.155,248.628,10.487,50.064,145.89,1576.948,0,0,0,1"
"3261.095,1594.898,54.831,54.959,10.125,31645.0,7768.0,4054.0,31459.0,3868.0,310.0,125.0,154.0,85.0,504.475,44.741,14.513,4.067,1.586,2677.782,4.06,47.395,17.874,18.823,0.949,1.22,114.651,23.803,671.527,257.302,80.645,30.433,53.312,82.113,16.57,0.124,0.029,0.203,0.211,79.671,8.869,98.789,79.226,11.46,0.806,52.188,54.867,10.654,87.705,55.197,42.079,64942.714,55799.25,79187.611,51630.824,38935.644,30.155,0.314,8.679,7.115,8.531,8.316,48.907,40165.659,1.678,5.016,0.521,3.438,0.438,0.21,61.427,23.536,7.377,2.784,33.362,4.877,27531.455,20.592,33.523,5.027,5.155,248.628,10.487,50.064,145.89,1576.948,0,0,0,1"
"2198.344,782.55,38.838,22.744,38.152,11660.0,3000.0,1182.0,14527.0,4049.0,186.0,174.0,152.0,0.0,286.389,74.341,6.107,5.87,2.689,1951.443,1.217,164.401,28.551,32.316,3.765,19.892,35.804,44.791,802.284,100.946,53.725,15.674,101.477,88.769,9.029,0.055,0.171,0.097,0.113,56.211,25.958,98.081,81.293,17.831,2.05,39.4,43.256,15.781,72.128,46.626,0.0,95463.0,62639.3,172886.047,127619.632,80529.412,19.045,0.939,9.17,6.885,9.289,8.202,35.597,43791.27,1.686,3.616,5.147,4.963,0.029,0.108,74.693,9.398,5.002,1.459,22.282,9.448,60106.659,36.495,48.86,2.117,1.802,205.224,3.333,28.671,72.856,770.9770000000003,0,0,0,1"
"2198.344,782.55,38.838,22.744,38.152,11660.0,3000.0,1182.0,14527.0,4049.0,186.0,174.0,152.0,0.0,286.389,74.341,6.107,5.87,2.689,1951.443,1.217,164.401,28.551,32.316,3.765,19.892,35.804,44.791,802.284,100.946,53.725,15.674,101.477,88.769,9.029,0.055,0.171,0.097,0.113,56.211,25.958,98.081,81.293,17.831,2.05,39.4,43.256,15.781,72.128,46.626,0.0,95463.0,62639.3,172886.047,127619.632,80529.412,19.045,0.939,9.17,6.885,9.289,8.202,35.597,43791.27,1.686,3.616,5.147,4.963,0.029,0.108,74.693,9.398,5.002,1.459,22.282,9.448,60106.659,36.495,48.86,2.117,1.802,205.224,3.333,28.671,72.856,770.9770000000003,0,0,0,1"
"2992.547,763.137,-35.208,26.134,21.95,628.0,3601.0,606.0,119.0,97.0,172.0,391.0,315.0,7.0,425.21,73.137,11.009,8.171,50.421,2892.982,0.034,248.478,29.6,38.226,8.626,3.061,101.548,23.859,957.989,280.35,86.248,14.668,17.512,96.673,2.153,0.001,0.288,0.012,0.139,64.477,17.2,83.69,2.677,18.323,1.922,16.829,45.745,16.402,18.487,44.618,36.842,118081.089,85011.163,194513.298,91437.677,117105.263,18.605,11.858,10.121,8.261,9.676,8.799,25.501,171684.364,-1.117,-2.595,2.424,-4.614,0.0,0.132,70.608,20.663,6.357,1.081,14.023,1.291,305234.421,32.012,45.338,1.926,0.068,194.797,7.485,16.31,56.247,836.6379999999999,0,0,0,1"
"71.159,26.108,0.835,0.719,0.0,91.0,282.0,71.0,95.0,75.0,18.0,3.0,0.0,0.0,15.711,2.473,0.2,0.331,0.047,60.262,0.011,1.147,0.73,0.796,0.066,0.0,3.69,0.011,12.381,16.139,5.679,0.471,0.402,84.686,15.155,0.015,0.093,0.003,0.048,76.023,15.741,97.668,24.611,8.236,2.107,25.177,56.25,6.129,21.053,0.0,0.0,55712.766,47776.0,77281.25,140000.0,31666.667,34.874,0.299,9.38,8.002,8.904,9.575,36.69,67637.306,1.173,2.381,0.0,3.198,0.0,0.048,35.302,46.017,16.192,1.343,14.657,1.146,90860.104,17.399,49.287,2.05,1.507,211.292,10.521,17.174,74.441,25.714000000000006,0,0,0,0"
"302.799,105.504,1.359,1.233,1.028,160.0,551.0,158.0,24.0,22.0,47.0,42.0,2.0,2.0,42.249,8.222,0.592,0.739,0.307,300.791,0.023,6.239,3.506,4.064,0.558,0.281,10.87,0.0,63.389,15.425,17.144,1.411,1.484,99.337,0.099,0.008,0.184,0.033,0.0,68.645,19.461,92.444,3.859,11.894,1.749,28.675,63.514,10.145,8.333,4.545,66.667,76676.951,60800.839,111108.108,70954.545,117000.0,21.234,0.727,10.182,10.846,9.256,6.507,34.843,169620.579,0.446,1.375,0.89,1.288,0.0,0.0,64.125,15.604,17.343,1.427,20.773,1.501,158927.653,20.934,32.646,1.247,1.865,184.214,10.997,26.219,106.728,99.47200000000001,1,0,0,0"
"1576.9,418.822,-14.783,16.129,20.922,194.0,1532.0,194.0,0.0,0.0,57.0,240.0,67.0,2.0,174.797,25.101,8.403,4.128,0.98,1539.245,0.0,153.863,24.063,30.77,6.707,2.78,53.955,23.306,559.545,206.539,18.303,6.589,5.405,97.612,0.358,0.0,0.425,0.016,0.262,63.761,14.36,83.17,0.0,21.879,2.362,12.663,36.774,19.517,0.0,21.824,66.667,114097.258,80938.998,161941.935,86892.508,62000.0,14.416,0.561,7.971,0.0,8.069,7.522,26.56,227373.507,-0.88,-1.856,4.39,-3.53,0.0,0.246,70.261,25.935,2.298,0.827,17.371,0.679,432345.82,35.484,50.503,2.025,0.0,189.006,6.775,21.023,52.591,447.73800000000006,0,1,0,0"
"1041.689,212.703,-22.619,8.053,0.0,183.0,1236.0,183.0,0.0,0.0,50.0,106.0,246.0,3.0,192.453,37.341,1.814,2.973,49.087,992.684,0.0,87.229,1.301,2.596,1.295,0.0,33.033,0.542,322.674,42.247,45.122,6.197,10.221,95.296,4.58,0.0,0.124,0.0,0.0,63.268,19.403,77.492,0.0,17.329,1.545,14.806,43.478,15.784,0.0,69.886,42.857,155706.311,108619.09,324704.348,97548.295,214000.0,23.215,25.506,8.124,0.0,7.305,7.5,20.419,133356.113,-2.06,-5.304,0.0,-10.634,0.0,0.0,75.663,9.906,10.581,1.453,6.991,2.397,267373.668,30.976,40.939,1.888,0.0,206.218,7.746,7.516,49.876,263.71400000000006,0,0,1,0"
"169.464,104.27,0.203,0.174,0.389,363.0,562.0,309.0,72.0,18.0,27.0,0.0,0.0,0.0,55.665,7.557,4.352,0.287,0.307,96.662,0.06,4.25,0.469,0.462,-0.007,0.02,1.782,0.36,12.497,1.057,1.976,0.655,0.736,57.04,41.926,0.035,-0.004,0.047,0.302,67.116,13.576,99.373,11.285,19.308,0.516,54.982,50.0,18.793,75.0,0.0,0.0,99048.043,73543.307,139944.444,0.0,66250.0,84.437,0.552,7.474,5.397,10.107,11.385,61.529,163432.602,0.119,1.2,0.67,0.195,0.424,0.301,73.855,6.247,11.678,3.871,28.455,4.35,26521.944,7.374,9.985,1.028,11.236,419.931,10.533,39.771,616.217,103.864,0,0,0,1"
"169.464,104.27,0.203,0.174,0.389,363.0,562.0,309.0,72.0,18.0,27.0,0.0,0.0,0.0,55.665,7.557,4.352,0.287,0.307,96.662,0.06,4.25,0.469,0.462,-0.007,0.02,1.782,0.36,12.497,1.057,1.976,0.655,0.736,57.04,41.926,0.035,-0.004,0.047,0.302,67.116,13.576,99.373,11.285,19.308,0.516,54.982,50.0,18.793,75.0,0.0,0.0,99048.043,73543.307,139944.444,0.0,66250.0,84.437,0.552,7.474,5.397,10.107,11.385,61.529,163432.602,0.119,1.2,0.67,0.195,0.424,0.301,73.855,6.247,11.678,3.871,28.455,4.35,26521.944,7.374,9.985,1.028,11.236,419.931,10.533,39.771,616.217,103.864,0,0,0,1"
"8382.322,4118.667,92.739,105.134,19.494,51278.0,26388.0,16139.0,53796.0,18657.0,621.0,37.0,54.0,765.0,1275.143,85.17,6.237,8.716,2.594,6741.406,5.705,123.525,73.316,68.225,-5.091,4.649,292.78,44.15,999.127,1891.942,245.959,63.082,157.863,80.424,18.446,0.068,-0.061,0.436,0.277,88.608,6.679,98.173,65.865,4.713,0.684,61.16,52.097,4.029,65.319,59.341,54.604,48322.836,44843.547,71451.342,70978.022,39704.497,29.767,0.203,8.908,8.08,9.457,8.989,49.135,50426.894,1.103,2.762,0.495,2.252,0.176,0.276,29.754,56.342,7.325,1.879,33.908,4.701,41113.338,11.919,40.06,3.131,3.822,253.455,8.719,51.304,122.653,4101.924999999999,0,0,0,0"
"20126.473,7807.456,84.534,123.303,34.028,30440.0,51719.0,28899.0,3391.0,1850.0,2408.0,610.0,766.0,530.0,3243.3,399.196,28.341,62.01,22.656,17018.695,5.276,954.099,411.823,330.846,-80.977,20.527,406.856,35.384,2161.832,1386.353,447.955,354.281,149.493,84.559,15.271,0.026,-0.402,0.139,0.167,77.336,12.308,95.619,5.884,10.356,1.912,55.877,57.238,8.444,45.444,55.669,46.127,62710.029,52791.758,94888.519,75327.762,65180.157,25.966,0.699,8.526,8.499,8.654,8.563,38.792,135463.798,0.414,1.879,1.012,1.083,0.071,0.165,48.042,30.808,9.955,7.873,22.91,3.322,78076.065,10.741,22.358,2.74,3.325,200.34,9.041,29.718,173.502,7617.162,1,0,0,0"
"39050.791,14178.422,378.381,279.995,471.443,27409.0,46376.0,27311.0,215.0,117.0,3173.0,2776.0,3718.0,67.0,3936.668,735.193,57.477,183.539,137.088,30831.893,13.487,2225.836,571.692,636.705,65.013,11.862,362.204,40.313,2940.137,1215.768,519.364,360.62,428.177,78.953,18.625,0.035,0.166,0.043,0.615,61.036,18.676,87.436,0.403,20.288,4.662,58.89,56.03,15.626,45.581,57.253,33.333,84885.889,59017.955,129823.945,95974.592,106960.199,15.499,3.482,8.053,7.636,8.065,7.215,36.308,266081.56,0.958,6.925,2.521,2.669,0.352,0.608,53.809,22.25,9.505,6.6,25.698,7.836,102542.244,7.529,13.992,5.124,4.211,194.708,6.629,34.587,259.485,13598.023000000001,0,1,0,0"
